contig length Sample90 Sample91 Sample92 Sample93 Sample94 Sample95 Sample96 Sample97 Sample98 Sample99 Sample9
k127_117873143_3 1983 0 0 0 2.37080902774273e-06 0 0 0 0 0 0 0
k127_58963784_2 1287 0 0 0 6.09636607133846e-07 3.54297673695894e-05 4.59262830592982e-05 2.84436095044433e-05 1.12735758655288e-05 7.5172722485136e-07 4.72580605847308e-05 0
k127_58964632_2 2301 0 0 0 2.01180080354169e-05 1.21532341558475e-05 1.82247154997215e-05 2.28365794324185e-05 5.40082936813705e-06 6.61519957869197e-06 7.66207946368324e-06 0
k127_98234595_1 228 3.65501537920821e-08 1.22303240305106e-07 0 0 0 0 0 0 0 0 0
k127_52420799_4 1356 1.46200615168328e-07 0 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_72051404_45 2391 0 0 0 1.89664722219419e-06 3.50177933304081e-06 1.91839110523384e-06 5.56989742254111e-07 1.26893272532929e-05 1.75403019131984e-06 1.02846704210513e-07 6.95882044931503e-08
k127_78597711_2 3453 4.02051691712903e-07 1.83454860457659e-07 0 3.38687003963248e-07 1.33891562733913e-06 0 4.82724443286896e-07 5.76787602422403e-07 0 2.05693408421026e-07 2.78352817972601e-07
k127_130960569_35 972 0 0 0 0 1.37324679727091e-07 0 7.42652989672148e-08 5.24352365838548e-08 0 0 0
k127_242189164_11 1389 7.31003075841642e-08 0 0 0 4.22273390160803e-06 2.30206932628061e-07 7.42652989672148e-08 5.24352365838548e-08 0 0 0
k127_85149596_2 3897 1.46200615168328e-07 1.83454860457659e-07 1.81999572519404e-07 0 0 0 0 0 0 0 6.95882044931503e-08
k127_39338133_1 2382 3.28951384128739e-07 2.75182290686489e-07 2.91199316031047e-07 0 0 3.83678221046769e-08 0 0 0 0 5.56705635945202e-07
k127_58968486_1 927 1.46200615168328e-07 9.17274302288297e-08 1.45599658015523e-07 1.10411963292019e-05 1.28055263845512e-05 7.52009313251666e-06 9.65448886573792e-07 4.61430081937922e-06 7.89313586093928e-06 1.74839397157872e-06 3.47941022465752e-08
k127_65521896_2 2910 0 0 0 1.63247135910285e-05 2.64350008474649e-06 7.36662184409796e-06 8.72617262864773e-06 1.31088091459637e-06 1.15264841143875e-06 5.03948850631515e-06 0
k127_104788376_8 1359 0 0 0 0 0 0 0 0 0 0 0
k127_137509128_3 1017 0 0 0 2.94657693448025e-06 8.23948078362543e-07 1.14336109871937e-05 8.65190732968052e-06 1.97156489555294e-05 4.08438458835906e-06 1.38843050684193e-06 0
k127_137509128_4 411 0 0 0 1.89664722219419e-06 3.43311699317726e-07 6.44579411358571e-06 4.86437708235257e-06 9.59564829484543e-06 2.33035439703922e-06 7.19926929473592e-07 0
k127_58971743_1 555 0 0 0 1.28701061506034e-06 6.31693526744617e-06 3.45310398942092e-06 5.23570357718864e-06 1.20601044142866e-06 1.30299385640902e-06 1.79981732368398e-06 0
k127_124421947_1 870 7.31003075841642e-08 5.19788771296701e-07 4.73198888550451e-07 0 0 0 0 0 0 0 4.52323329205477e-07
k127_157152104_5 630 0 0 0 7.78980109115469e-07 2.33451955536054e-06 1.72655199471046e-06 2.67355076281973e-06 3.67046656086984e-07 3.08208162189058e-06 8.22773633684106e-07 0
k127_98241012_2 789 0 2.14030670533936e-07 0 0 0 0 0 0 0 0 0
k127_144060868_1 918 3.65501537920821e-08 0 0 0 0 0 0 0 0 0 6.95882044931503e-08
k127_45885757_1 2766 1.09650461376246e-07 6.11516201525531e-07 4.73198888550451e-07 1.92712905255088e-05 1.07799873585766e-05 7.67356442093537e-08 3.71326494836074e-08 3.67046656086984e-06 5.0115148323424e-08 0 3.13146920219176e-07
k127_104790062_1 1335 0 0 0 4.74161805548547e-07 7.55285738498998e-07 6.1388515367483e-07 4.82724443286896e-07 1.57305709751564e-07 5.0115148323424e-07 1.02846704210513e-07 0
k127_130966038_12 2253 0 0 0 1.69343501981624e-07 4.11974039181272e-07 3.06942576837415e-07 5.94122391737718e-07 2.09740946335419e-07 7.5172722485136e-07 0 0
k127_255254932_1 1413 0 0 0 6.7060026784723e-06 1.20159094761204e-06 4.29719607572381e-06 6.64674425756572e-06 6.29222839006258e-07 1.37816657889416e-06 2.26262749263129e-06 0
k127_13161978_1 3192 1.46200615168328e-07 1.52879050381383e-07 1.81999572519404e-07 0 0 0 0 0 0 0 6.95882044931503e-08
k127_144062192_4 2562 0 0 0 1.31071870533777e-05 2.81515593440536e-06 8.17234610829617e-06 7.46366254620508e-06 1.57305709751564e-06 6.264393540428e-07 3.29109453473642e-06 0
k127_78605148_1 6852 0 0 0 5.04643635905239e-06 0.000224148208484544 0.000371016839752225 0.000179016503160471 6.23979315347872e-05 4.36001790413789e-06 0.000299746719421541 0
k127_235660958_5 1278 0 0 0 0 0 0 0 4.71917129254693e-07 0 0 1.14820537413698e-06
k127_75114_1 654 3.72811568679238e-06 1.62051793404266e-06 4.73198888550451e-06 4.74161805548547e-07 1.68222732665686e-06 2.68574754732738e-07 5.94122391737718e-07 3.72290179745369e-06 3.98415429171221e-06 3.58420764173639e-05 5.94979148416435e-06
k127_117885628_1 1122 0 0 0 8.80586210304444e-06 5.03294951199787e-05 1.93757501628618e-05 5.41765355965832e-05 3.46072561453442e-06 1.7314783745743e-05 1.01818237168408e-05 0
k127_242196488_2 1086 0 0 0 1.01606101188974e-07 4.11974039181272e-07 3.06942576837415e-06 8.16918288639362e-07 2.30715040968961e-06 3.7586361242568e-07 1.02846704210513e-07 0
k127_58975651_35 1152 0 0 0 2.81110213289495e-06 3.77642869249499e-07 2.68574754732738e-07 1.07684683502461e-06 1.0487047316771e-07 2.25518167455408e-07 0 0
k127_19707574_3 2940 7.31003075841642e-08 5.19788771296701e-07 2.91199316031047e-07 0 0 0 0 0 0 0 3.47941022465752e-08
k127_124426421_2 972 0 3.05758100762766e-08 3.63999145038808e-08 2.60788993051701e-06 1.88821434624749e-06 1.45797723997772e-06 2.59928546385252e-07 1.36331615118023e-06 2.05472108126038e-06 3.59963464736796e-07 0
k127_13165504_1 2196 0 0 0 2.81110213289495e-06 1.27025328747559e-06 7.90377135356343e-06 3.11914255662302e-06 8.38963785341677e-07 1.55607535544232e-05 6.68503577368336e-07 0
k127_117887599_3 555 0 0 0 6.77374007926495e-08 6.86623398635453e-08 1.53471288418707e-07 0 0 0 0 0
k127_104795048_2 1146 7.31003075841642e-08 3.36333910839042e-07 1.09199743511642e-07 1.27685000494144e-05 1.56206823189565e-05 9.47685205985518e-06 1.4853059793443e-06 5.92518173397559e-06 1.03988932771105e-05 1.38843050684193e-06 3.47941022465752e-08
k127_104795048_3 1473 7.31003075841642e-08 0 7.27998290077616e-08 1.41571167656637e-05 1.25995393649606e-05 9.24664512722712e-06 1.0025815360574e-06 6.39709886323029e-06 1.00230296646848e-05 1.13131374631565e-06 0
k127_255260013_1 4257 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_111343564_1 1011 0 0 0 1.69343501981624e-07 1.16725977768027e-06 3.83678221046769e-08 1.74523452572955e-06 0 1.50345444970272e-07 0 0
k127_98247778_28 786 0 0 0 3.72555704359572e-07 3.43311699317726e-07 2.18696585996658e-06 1.5224386288279e-06 2.88393801211202e-06 3.7586361242568e-07 1.07989039421039e-06 0
k127_32796986_3 1953 0 0 0 1.05670345236533e-05 2.31392085340148e-05 5.56333420517814e-06 2.23909876386153e-05 1.94010375360263e-06 5.66301176054691e-06 9.66759019578824e-06 0
k127_32796986_7 1167 0 0 0 5.21577986103401e-06 1.51743771098435e-05 3.6449430999443e-06 9.58022356677071e-06 1.41575138776408e-06 3.28254221518427e-06 6.89072918210439e-06 0
k127_32796986_8 1608 0 0 0 6.40118437490538e-06 1.29428510642783e-05 4.45066736414252e-06 1.39618762058364e-05 1.0487047316771e-06 3.88392399506536e-06 7.30211599894644e-06 0
k127_32797073_5 2049 0 6.11516201525531e-08 0 1.99825332338316e-06 8.82311067246557e-06 6.1388515367483e-07 5.94122391737718e-07 8.65181403633605e-06 3.25748464102256e-07 5.14233521052566e-08 0
k127_91703364_5 735 0 0 0 9.48323611097093e-07 6.5229222870368e-07 1.15103466314031e-07 3.71326494836074e-08 6.81658075590113e-07 2.28023924871579e-06 9.77043689999875e-07 0
k127_26256524_1 1164 0 0 0 6.33344697411273e-06 8.23948078362543e-07 3.41473616731624e-06 3.37907110300827e-06 7.86528548757822e-07 2.25518167455408e-07 1.90266402789449e-06 0
k127_78611137_4 1008 0 0 0 2.81787587297422e-05 1.7508896665204e-06 6.40742629148104e-06 5.61445660192144e-05 4.24725416329224e-06 3.78369369841851e-06 1.35757649557877e-05 0
k127_19712474_2 420 0 0 0 1.14476207339578e-05 9.64705875082811e-06 1.49250827987193e-05 1.32192232161642e-05 4.2996893998761e-06 1.55106384060997e-05 3.44536459105219e-06 0
k127_209502997_1 693 1.87867790491302e-05 1.66026648714182e-05 1.44143661435368e-05 2.59434245035848e-05 2.30018838542877e-05 2.55146016996101e-05 2.20939264427464e-05 3.51840437477666e-05 3.71102673334955e-05 1.75867864199978e-05 2.09460495524382e-05
k127_111347486_1 222 0 0 0 8.70425600185546e-06 1.8264182403703e-05 1.33136342703229e-05 6.79898812044851e-05 1.57305709751564e-06 2.72125255396192e-05 5.03948850631515e-06 0
k127_111347486_2 738 0 0 0 3.93554298605294e-05 6.20364240667132e-05 6.03525841706567e-05 0.000301257185260507 6.81658075590113e-06 0.000146962672458441 2.83856903621016e-05 0
k127_111347486_3 711 0 0 0 2.82126274301385e-05 4.54888001595987e-05 3.85596612152002e-05 0.000191901532531283 4.14238369012453e-06 9.23872759342322e-05 1.62497792652611e-05 0
k127_170256805_1 855 0 3.05758100762766e-08 7.27998290077616e-08 1.01606101188974e-07 0 0 7.42652989672148e-08 1.57305709751564e-07 2.5057574161712e-08 1.02846704210513e-07 0
k127_39352892_2 1647 0 0 0 0 2.33451955536054e-06 0 0 1.31088091459637e-06 2.5057574161712e-08 0 0
k127_196427981_1 327 0 0 0 2.82803648309312e-05 1.64789615672509e-05 2.40949922817371e-05 5.52533824316078e-05 6.76414551931727e-06 1.55858111285849e-05 1.1415984167367e-05 0
k127_248742137_1 1155 0 0 0 5.08030505944871e-07 3.72149882060415e-05 5.90480782190977e-05 3.08200990713941e-05 1.01724358972678e-05 5.0115148323424e-07 5.11148119926251e-05 0
k127_248742137_5 750 0 0 0 3.72555704359572e-07 2.58513709586248e-05 3.66029022878617e-05 2.26137835355169e-05 5.50569984130476e-06 4.25978760749104e-07 3.02883543899961e-05 0
k127_150623372_4 1254 0 0 0 3.04818303566923e-07 2.2795896834697e-05 3.09628324384742e-05 1.32563558656478e-05 6.92145122906884e-06 4.00921186587392e-07 2.7254376615786e-05 0
k127_52437118_5 1941 0 0 0 6.77374007926495e-08 4.46305209113044e-07 0 0 1.57305709751564e-07 0 5.14233521052566e-08 0
k127_72068847_7 900 0 0 0 3.38687003963248e-08 3.08980529385954e-07 1.53471288418707e-07 0 4.71917129254693e-07 2.5057574161712e-08 1.5427005631577e-07 0
k127_137523111_3 693 0 6.11516201525531e-08 0 0 0 0 0 0 0 0 3.47941022465752e-08
k127_157167868_2 11400 0 0 0 1.77471990076742e-05 7.6558508947853e-06 6.90620797884183e-06 1.44446006491233e-05 2.62176182919274e-06 1.60368474634957e-06 0 0
k127_72069194_1 4080 0 0 3.63999145038808e-08 7.1124270832282e-07 0 0 0 0 0 0 0
k127_26261607_1 1143 0 0 0 0 3.43311699317726e-08 0 1.4853059793443e-07 0 2.00460593293696e-07 0 0
k127_124435027_1 237 1.64475692064369e-06 6.11516201525531e-07 1.60159623817076e-06 5.75767906737521e-07 1.02993509795318e-06 4.98781687360799e-07 8.16918288639362e-07 1.94010375360263e-06 3.30759978934599e-06 2.20606180531551e-05 6.05417379090408e-06
k127_248743584_1 4299 0 0 0 3.38687003963248e-07 1.24965458551652e-05 2.53227625890867e-05 7.0180707524018e-06 3.56559608770213e-06 2.00460593293696e-07 8.48485309736734e-06 0
k127_248743584_17 4923 0 0 0 4.40293105152222e-07 1.52430394497071e-05 2.5054187834354e-05 8.46624408226248e-06 3.09367895844743e-06 3.00690889940544e-07 8.33058304105157e-06 0
k127_248743584_18 4902 0 0 0 5.41899206341196e-07 1.34234874433231e-05 2.66656363627504e-05 8.09491758742641e-06 3.51316085111827e-06 2.5057574161712e-07 7.50780940736747e-06 0
k127_222594331_1 861 0 0 0 1.65956631941991e-06 4.46305209113044e-06 1.30450595155901e-06 3.82466289681156e-06 4.71917129254693e-07 8.41934491833524e-06 1.90266402789449e-06 0
k127_45899139_2 363 3.65501537920821e-08 1.52879050381383e-07 7.27998290077616e-08 0 2.40318189522408e-07 0 0 0 7.5172722485136e-08 0 2.43558715726026e-07
k127_86174_10 1764 0 0 0 4.74161805548547e-07 3.21339750561392e-05 6.25011822085186e-05 2.30593753293202e-05 7.97015596074593e-06 4.76093909072528e-07 4.29384990078893e-05 0
k127_91709670_2 333 0 0 0 6.77374007926495e-08 2.95248061413245e-06 3.79841438836301e-06 5.19857092770503e-06 1.0487047316771e-06 7.5172722485136e-08 6.06795554842028e-06 0
k127_6627829_2 591 0 1.52879050381383e-07 0 0 0 0 0 0 0 0 0
k127_45900392_7 963 0 0 0 5.41899206341196e-07 2.23152604556522e-06 2.68574754732738e-07 7.42652989672148e-07 1.52062186093179e-06 5.0115148323424e-07 5.14233521052566e-08 0
k127_85168632_1 615 0 0 0 3.38687003963248e-07 1.40757796720268e-06 1.15103466314031e-07 2.97061195868859e-07 5.24352365838548e-08 6.51496928204512e-07 1.23416045052616e-06 0
k127_91710442_2 909 0 2.14030670533936e-07 0 0 0 0 0 0 0 0 0
k127_170262624_2 4428 0 0 0 0 0 0 0 0 0 0 2.43558715726026e-07
k127_235676041_2 1326 0 0 0 5.18191116063769e-06 2.04270461094047e-05 5.71680549359685e-05 3.28623947929925e-05 1.24271510703736e-05 1.00230296646848e-06 7.19926929473593e-05 0
k127_235676041_7 1845 0 0 0 6.77374007926495e-07 2.90785009322114e-05 3.19220279910911e-05 1.51872536387954e-05 5.08621794863392e-06 4.51036334910816e-07 2.05179174899974e-05 0
k127_235676041_8 1608 0 0 0 7.1124270832282e-07 1.89851369722703e-05 2.85456596458796e-05 1.13625907419839e-05 2.62176182919274e-06 2.00460593293696e-07 1.7843903180524e-05 0
k127_235676041_9 438 0 0 0 1.35474801585299e-07 1.24278835153017e-05 1.70736808365812e-05 7.72359109259034e-06 1.41575138776408e-06 3.25748464102256e-07 1.09531739984197e-05 0
k127_26265368_4 1338 0 0 3.63999145038808e-08 5.24964856143034e-06 4.73770145058462e-06 3.91351785467704e-06 6.31255041221326e-07 2.2022799365219e-06 4.08438458835906e-06 6.17080225263079e-07 0
k127_98257374_2 1365 3.65501537920821e-08 0 0 6.77374007926495e-08 3.43311699317726e-08 3.83678221046769e-08 0 2.09740946335419e-07 6.76554502366224e-07 0 0
k127_19719890_7 3282 0 0 0 4.74161805548547e-07 2.05987019590636e-07 1.11266684103563e-06 1.4853059793443e-07 6.76414551931727e-06 3.00690889940544e-07 4.62810168947309e-07 0
k127_229139787_4 2649 0 0 0 2.62482428071517e-05 9.0290976920562e-06 2.17161873112471e-05 5.5327647730575e-06 8.59937879975219e-06 6.81566017198567e-06 9.46189678736722e-06 0
k127_39360076_1 1605 0 6.11516201525531e-08 0 1.55118647815167e-05 1.14666107572121e-05 8.97807037249438e-06 1.05085398038609e-05 3.67046656086984e-06 2.04219229417953e-05 1.59412391526295e-06 0
k127_229140248_4 1128 0 0 0 5.18191116063769e-06 2.33451955536054e-06 1.57308070629175e-06 1.81949982469676e-06 6.76414551931727e-06 7.89313586093928e-06 0 0
k127_157174701_1 1230 0 0 0 4.74161805548547e-07 3.75239687354275e-05 5.65541697822937e-05 3.38278436795663e-05 1.07492234996902e-05 5.51266631557664e-07 4.99320748942042e-05 0
k127_144080575_1 1005 0 0 0 7.34950798600247e-06 2.78082476447358e-06 4.02862132099107e-06 4.08459144319681e-06 1.78279804385106e-06 2.28023924871579e-06 1.13131374631565e-06 1.39176408986301e-07
k127_19721303_2 1074 0 0 0 1.25314191466402e-06 5.33163069040429e-05 7.75030006514472e-05 4.27025469061485e-05 1.44721252971439e-05 1.0524181147919e-06 7.17869995389382e-05 0
k127_19721303_3 594 0 0 0 9.14454910700768e-07 4.92652288520937e-05 7.40115288399217e-05 3.88407513598533e-05 1.38429024581377e-05 9.52187818145056e-07 6.78274014268335e-05 0
k127_19721303_4 726 0 0 0 8.12848809511794e-07 3.55670920493165e-05 5.48276177875832e-05 2.85178748034105e-05 1.05919177899387e-05 6.76554502366224e-07 4.83379509789412e-05 0
k127_19721303_5 867 0 0 0 7.1124270832282e-07 5.06041444794329e-05 8.45243120966031e-05 3.89150166588205e-05 1.52062186093179e-05 8.01842373174784e-07 6.69017810889389e-05 0
k127_19721303_6 900 0 0 0 8.12848809511794e-07 3.27519361149111e-05 5.5096192542316e-05 2.48046098550497e-05 8.75668450950376e-06 5.0115148323424e-07 4.12929517405211e-05 0
k127_19721303_7 996 0 0 0 5.08030505944871e-07 5.67494238972202e-05 8.74402665765586e-05 4.15514347721567e-05 1.36331615118023e-05 1.4533393013793e-06 7.39982036794643e-05 0
k127_19721303_8 1464 0 0 0 1.52409151783461e-06 8.57249313196363e-05 0.000126920755522271 6.1380269596403e-05 2.1655752709132e-05 1.4533393013793e-06 0.000108400426237881 0
k127_19721303_10 918 0 0 0 9.48323611097093e-07 5.43462420019961e-05 7.97283343335185e-05 3.93977411021074e-05 1.49964776629825e-05 8.26899947336496e-07 7.02442989757805e-05 0
k127_19721303_11 681 0 0 0 1.01606101188974e-06 5.51015277404951e-05 8.11095759292869e-05 4.2368353060796e-05 1.38953376947215e-05 8.26899947336496e-07 7.21983863557803e-05 0
k127_19721303_12 654 0 0 0 8.80586210304444e-07 4.13003974279225e-05 6.74889990821266e-05 3.47932925661401e-05 1.20601044142866e-05 8.01842373174784e-07 5.36345562457826e-05 0
k127_19721303_13 969 0 0 0 5.08030505944871e-07 6.73920865760697e-05 0.000106931120205734 4.91264952668126e-05 1.84572032775169e-05 9.27130243983344e-07 8.36143705231472e-05 0
k127_19721303_14 639 0 0 0 7.45111408719145e-07 3.35415530233419e-05 5.42521004560131e-05 2.56215281436891e-05 9.80538924118085e-06 7.76784799013072e-07 4.69495204720993e-05 0
k127_19721303_16 1164 0 0 0 5.41899206341196e-07 3.25802802652522e-05 5.24871806391979e-05 3.22682724012548e-05 9.01886069242303e-06 1.17770598560046e-06 4.69495204720993e-05 0
k127_19721303_17 1518 0 0 0 1.38861671624932e-06 9.42390614627159e-05 0.000152243518111358 7.40796357197967e-05 2.90491210674556e-05 2.02966350709867e-06 0.000132980788544194 0
k127_19721303_19 1227 0 0 0 2.20146552576111e-06 4.82696249240723e-05 7.78099432282847e-05 3.91749452052058e-05 1.45769957703116e-05 7.26669650689648e-07 6.67475110326231e-05 0
k127_19721303_21 741 0 0 0 1.25314191466402e-06 5.16684107473178e-05 8.00352769103559e-05 4.08830470814517e-05 1.2269845360622e-05 1.12759083727704e-06 6.48962703568338e-05 0
k127_19721303_22 777 0 0 0 1.42248541664564e-06 5.08444626689553e-05 8.16467254387523e-05 4.62672812565748e-05 1.48916071898148e-05 1.12759083727704e-06 6.91644085815701e-05 0
k127_19721303_23 843 0 0 0 8.12848809511794e-07 4.68277157869379e-05 7.84238283819595e-05 3.7355445380509e-05 1.3370985328883e-05 9.27130243983344e-07 6.53590805257811e-05 0
k127_19721303_24 636 0 0 0 5.41899206341196e-07 3.47431439709539e-05 5.00316400244986e-05 2.71068341230334e-05 1.10113996826095e-05 5.51266631557664e-07 4.57153600215731e-05 0
k127_19721303_25 792 0 0 0 6.77374007926495e-07 3.72836505459051e-05 5.71296871138638e-05 2.63270484838776e-05 1.06967882631064e-05 6.51496928204512e-07 4.17043385573631e-05 0
k127_85172813_2 570 0 0 0 5.08030505944871e-07 0 0 7.42652989672148e-08 5.24352365838548e-08 0 1.02846704210513e-07 0
k127_104809557_3 1008 0 0 0 3.38687003963248e-07 0 0 0 5.24352365838548e-08 0 0 0
k127_216068365_5 870 0 0 3.63999145038808e-08 0 0 0 0 0 5.0115148323424e-08 5.14233521052566e-07 0
k127_229143322_29 849 0 0 0 2.03212202377949e-07 0 7.67356442093537e-08 3.71326494836074e-08 5.24352365838548e-08 4.51036334910816e-07 5.14233521052566e-08 0
k127_111358815_10 1848 0 0 0 6.77374007926495e-08 4.90935730024349e-06 2.30206932628061e-07 0 1.57305709751564e-07 1.00230296646848e-07 0 0
k127_255274474_3 450 0 3.05758100762766e-08 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_45907472_1 3903 1.46200615168328e-07 4.58637151144148e-07 2.91199316031047e-07 2.37080902774273e-07 2.09076824884495e-05 1.91839110523384e-07 2.22795896901644e-07 1.57305709751564e-07 7.5172722485136e-08 0 4.52323329205477e-07
k127_248752024_21 1305 0 0 0 7.85753849194734e-06 3.02114295399599e-06 2.87758665785076e-06 2.15369367004923e-06 1.56781357385726e-05 5.76324205719376e-06 6.68503577368336e-07 0
k127_144085117_1 5247 0 0 0 4.26745624993692e-06 0 0 0 6.81658075590113e-07 0 0 0
k127_39365450_3 801 0 0 0 2.37080902774273e-06 1.16725977768027e-06 1.91839110523384e-06 6.75814220601654e-06 8.38963785341677e-07 3.03196647356715e-06 8.74196985789362e-07 0
k127_137533526_3 531 0 6.11516201525531e-08 3.63999145038808e-08 2.57402123012068e-06 3.29579231345017e-06 1.03593119682628e-06 4.45591793803289e-07 1.0487047316771e-06 2.33035439703922e-06 1.02846704210513e-07 3.47941022465752e-08
k127_163724427_3 147 0 0 0 2.70949603170598e-07 1.06426626788495e-06 3.06942576837415e-07 3.34193845352466e-07 0 2.5057574161712e-07 4.11386816842053e-07 0
k127_235683174_1 2175 0 0 0 2.85513144341018e-05 8.68578599273848e-06 2.00280031386413e-05 1.60041719274348e-05 1.03297416070194e-05 1.08499296120213e-05 1.15188308715775e-05 0
k127_124445437_1 897 0 0 0 7.45111408719145e-07 3.88628843627666e-05 5.04920538897547e-05 2.78866197621891e-05 1.00675654241001e-05 7.01612076527936e-07 4.21157253742052e-05 0
