contig length Sample490 Sample491 Sample492 Sample493 Sample494 Sample495 Sample496 Sample497 Sample498 Sample499 Sample49 Sample500 Sample501 Sample502 Sample503 Sample504 Sample505 Sample507 Sample508 Sample509 Sample50
k127_235620599_2 2358 3.47175567377388e-05 2.46755874013384e-05 2.07711527509298e-05 2.72491007189879e-05 2.80577896743597e-05 3.54563501147311e-05 3.0435348769834e-05 2.13788683152056e-05 3.04011317631704e-05 1.76618310230385e-05 1.85434891178536e-05 6.38965525937747e-06 1.75066132721072e-05 2.47692258835089e-05 1.33567890740193e-05 2.9588654781399e-05 2.04920132378406e-05 7.50409691447364e-06 1.58379421661503e-05 2.68526230008203e-05 1.38549660308561e-05
k127_98211567_3 1647 0 0 0 0 5.93187942375469e-08 0 0 0 0 2.02080446487855e-08 0 0 0 0 0 0 0 0 0 0 0
k127_78574304_4 660 0 0 0 0 0 0 0 0 4.38056653647988e-08 0 0 0 0 0 0 0 0 0 0 0 0
k127_85122085_2 1077 0 0 0 0 0 0 0 0 0 0 3.5798241540258e-08 0 0 0 0 0 0 0 0 0 0
k127_6589435_8 861 0 0 4.25202717521592e-08 0 0 0 5.92703968253827e-08 4.97761776838313e-08 8.76113307295976e-08 0 1.7899120770129e-07 0 0 4.61251878650074e-08 5.9628522651872e-08 0 4.74352158283346e-08 3.12670704769735e-07 3.34133800973636e-08 0 0
k127_72031371_1 1536 2.30988401448695e-07 4.07860948782454e-07 1.70081087008637e-07 2.42753681238199e-07 1.77956382712641e-07 6.13431662884622e-08 0 9.95523553676627e-08 0 0 0 0 0 2.30625939325037e-08 1.39133219521035e-07 4.39979996749428e-08 4.50634550369179e-07 5.86257571443253e-08 1.67066900486818e-08 1.27991530032509e-07 0
k127_46876_2 933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_46909_1 429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.11528237425019e-08 0 0 0 0
k127_46909_2 933 0 0 0 0 5.93187942375469e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124394174_6 1308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_78577457_2 705 0 6.79768247970756e-08 0 0 0 0 2.96351984126914e-08 2.48880888419157e-08 2.19028326823994e-08 2.02080446487855e-08 0 0 0 0 0 0 0 0 0 0 0
k127_235625783_1 4497 2.47157589550103e-06 1.22358284634736e-06 2.27483453874052e-06 1.60824313820307e-06 1.06773829627584e-06 1.18596788157694e-06 3.28950702380874e-06 3.03634683871371e-06 1.94935210873355e-06 1.87934815233705e-06 3.93780656942838e-07 7.1900579351806e-07 8.02004534716955e-07 1.38375563595022e-06 7.75170794474336e-07 1.47393298911058e-06 1.92112624104755e-06 6.97646510017471e-06 7.18387672093317e-07 2.07346278652664e-06 1.44707422988942e-06
k127_58946552_7 348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_52402957_8 1764 4.61976802897389e-08 0 4.25202717521592e-08 0 0 0 0 2.48880888419157e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_85127483_2 987 9.23953605794778e-08 0 4.25202717521592e-08 1.82065260928649e-07 8.89781913563204e-08 2.04477220961541e-08 0 7.4664266525747e-08 0 4.0416089297571e-08 3.5798241540258e-08 0 0 0 0 1.75991998699771e-07 0 1.95419190481084e-08 0 5.11966120130034e-08 0
k127_104763241_2 981 6.92965204346084e-08 1.01965237195613e-07 1.06300679380398e-07 6.06884203095498e-08 0 1.22686332576924e-07 0 0 0 0 0 0 0 0 1.39133219521035e-07 0 1.66023255399171e-07 1.95419190481084e-08 0 0 0
k127_248709493_3 2979 3.58032022245477e-06 9.51675547159058e-07 1.1480473373083e-06 2.57925786315587e-06 2.52104875509574e-06 4.02820125294235e-06 1.62993591269802e-06 1.69239004125027e-06 1.29226712826156e-06 6.46657428761136e-07 5.08335029871664e-06 8.13968822850634e-07 9.85319856937973e-07 7.61065599772621e-07 9.73932536647243e-07 6.3797099528667e-07 8.30116276995856e-07 1.68060503813733e-06 1.30312182379718e-06 1.10072715827957e-06 7.08142708243757e-07
k127_45863950_4 3486 0 0 0 2.12409471083424e-07 0 0 0 0 2.19028326823994e-08 0 0 0 0 1.61438157527526e-07 0 8.79959993498856e-08 0 0 0 0 0
k127_65501870_1 255 3.04904689912277e-06 2.68508457948449e-06 2.01971290822756e-06 4.67300836383533e-06 6.19881399782365e-06 4.39626025067312e-06 2.93388464285644e-06 3.03634683871371e-06 3.5482588945487e-06 2.80891820618118e-06 1.50352614469084e-06 3.18804455616498e-06 2.63515775692714e-06 1.66050676314026e-06 2.32551238342301e-06 3.69583197269519e-06 1.47049169067837e-06 1.73923079528165e-06 2.55612357744831e-06 3.12299333279321e-06 9.23664402057075e-07
k127_53423_1 3801 4.61976802897389e-08 1.01965237195613e-07 8.50405435043184e-08 0 2.07615779831414e-07 0 5.92703968253827e-08 0 0 4.0416089297571e-08 0 0 0 0 0 0 0 0 0 1.02393224026007e-07 0
k127_19683934_11 621 6.92965204346084e-08 3.39884123985378e-08 0 0 0 0 0 0 0 4.0416089297571e-08 0 0 0 0 0 0 0 0 0 0 0
k127_111313317_1 348 9.23953605794778e-08 8.83698722361983e-07 2.12601358760796e-07 0 2.37275176950188e-07 6.13431662884622e-08 0 7.4664266525747e-08 2.19028326823994e-08 0 0 0 0 0 7.95046968691627e-08 4.39979996749428e-08 2.13458471227506e-07 0 0 5.11966120130034e-08 0
k127_124401024_8 873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_111314330_1 2376 4.61976802897389e-08 0 4.25202717521592e-08 0 5.93187942375469e-08 0 8.89055952380741e-08 0 0 4.0416089297571e-08 2.14789449241548e-07 0 4.58288305552545e-08 6.9187781797511e-08 1.98761742172907e-08 0 1.89740863313338e-07 0 3.34133800973636e-08 0 2.77099320617122e-07
k127_13141580_1 1218 0 3.39884123985378e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_157125199_8 669 2.30988401448695e-08 6.79768247970756e-08 2.12601358760796e-08 6.06884203095498e-08 2.96593971187735e-08 8.17908883846163e-08 0 1.24440444209578e-07 2.19028326823994e-08 2.02080446487855e-08 0 0 0 6.9187781797511e-08 3.97523484345813e-08 0 7.11528237425019e-08 3.90838380962169e-08 0 0 0
k127_55784_2 2100 0 3.39884123985378e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19687470_18 3144 0 0 0 0 0 0 0 0 2.19028326823994e-08 0 0 0 0 4.61251878650074e-08 0 0 0 0 0 0 0
k127_58955482_1 312 0 6.79768247970756e-08 4.25202717521592e-07 2.12409471083424e-07 5.93187942375469e-08 1.22686332576924e-07 0 2.48880888419157e-08 6.57084980471982e-08 1.41456312541498e-07 0 3.93418264377806e-07 5.27031551385427e-07 0 3.37894961693941e-07 1.31993999024828e-07 4.50634550369179e-07 8.20760600020554e-07 4.34373941265727e-07 0 0
k127_13144461_3 519 2.30988401448695e-08 0 0 6.06884203095498e-08 0 0 0 0 3.5044532291839e-07 1.01040223243927e-07 0 2.4419064685519e-07 0 5.53502254380088e-07 0 1.31993999024828e-07 0 1.95419190481084e-07 2.8401373082759e-07 1.02393224026007e-07 6.1577626803805e-08
k127_130948233_2 1434 8.08459405070431e-07 0 4.25202717521592e-08 1.82065260928649e-07 1.18637588475094e-07 5.5208849659616e-07 2.96351984126914e-08 0 5.03765151695186e-07 6.66865473409921e-07 7.1596483080516e-08 2.30624499807679e-06 4.58288305552545e-08 3.62082724740308e-06 2.38514090607488e-07 6.3797099528667e-07 0 0 2.33893660681545e-07 6.14359344156041e-07 0
k127_72042953_3 1443 2.07889561303825e-07 2.03930474391227e-07 8.50405435043184e-08 2.42753681238199e-07 5.93187942375469e-08 2.04477220961541e-08 2.96351984126914e-07 7.4664266525747e-08 1.97125494141595e-07 9.49778098492918e-07 0 5.69778175995444e-07 4.58288305552545e-08 6.22690036177599e-07 4.17399658563104e-07 5.49974995936785e-07 2.37176079141673e-08 2.5404494762541e-07 1.33653520389454e-07 5.37564426136536e-07 6.1577626803805e-08
k127_58956687_2 2235 8.5465708536017e-07 3.0589571158684e-07 8.50405435043184e-08 3.03442101547749e-07 4.44890956781602e-07 4.08954441923081e-07 2.37081587301531e-07 4.97761776838313e-07 6.13279315107183e-07 5.45617205517208e-07 7.1596483080516e-08 1.08529176380084e-07 3.66630644442036e-07 1.38375563595022e-07 2.78266439042069e-07 2.85986997887128e-07 7.58963453253354e-07 3.90838380962169e-08 2.50600350730227e-07 3.58376284091024e-07 2.4631050721522e-07
k127_6601311_1 1575 4.61976802897389e-08 3.39884123985378e-08 1.06300679380398e-07 3.94474732012074e-07 1.48296985593867e-07 2.04477220961541e-08 1.77811190476148e-07 7.4664266525747e-08 1.09514163411997e-07 4.0416089297571e-08 4.65377140023354e-07 0 2.74972983331527e-07 1.61438157527526e-07 0 2.63987998049657e-07 0 1.36793433336759e-07 0 7.67949180195051e-08 4.00254574224732e-07
k127_111319581_2 393 6.92965204346084e-08 3.39884123985378e-08 4.25202717521592e-08 0 1.48296985593867e-07 4.08954441923081e-08 2.96351984126914e-08 0 0 0 0 1.35661470475106e-08 0 0 0 1.09994999187357e-07 1.18588039570837e-07 0 0 2.55983060065017e-08 0
k127_111319581_4 315 1.15494200724347e-07 1.35953649594151e-07 1.27560815256478e-07 1.213768406191e-07 8.89781913563204e-08 6.13431662884622e-08 2.96351984126914e-08 0 4.38056653647988e-08 2.02080446487855e-08 0 5.42645881900422e-08 0 0 0 0 2.37176079141673e-07 1.95419190481084e-08 0 0 0
k127_6601455_1 4329 0 6.79768247970756e-08 4.03942581645512e-07 0 5.93187942375469e-08 2.86268109346157e-07 5.92703968253827e-08 0 3.5044532291839e-07 0 0 5.42645881900422e-08 9.16576611105091e-08 4.61251878650074e-08 2.94167378415902e-06 8.79959993498856e-08 6.1665780576835e-07 0 6.68267601947272e-08 3.07179672078021e-07 0
k127_104774034_1 1224 2.30988401448695e-07 1.35953649594151e-07 1.70081087008637e-07 0 5.93187942375469e-08 2.04477220961541e-07 2.66716785714222e-07 4.97761776838313e-08 2.84736824871192e-07 1.21248267892713e-07 3.93780656942838e-07 1.08529176380084e-07 3.20801813886782e-07 1.61438157527526e-07 9.93808710864533e-08 1.75991998699771e-07 1.66023255399171e-07 5.86257571443253e-08 8.3533450243409e-08 1.27991530032509e-07 9.23664402057074e-08
k127_104774034_2 1335 2.77186081738434e-07 1.35953649594151e-07 4.88983125149831e-07 1.213768406191e-07 8.89781913563204e-08 2.24924943057695e-07 4.14892777777679e-07 6.22202221047892e-07 8.76113307295976e-08 8.0832178595142e-08 3.5798241540258e-07 5.42645881900422e-08 9.16576611105091e-08 1.38375563595022e-07 1.78885567955616e-07 1.75991998699771e-07 3.08328902884175e-07 2.34503028577301e-07 1.50360210438136e-07 4.35171202110529e-07 1.84732880411415e-07
k127_98227194_2 5058 4.61976802897389e-08 1.35953649594151e-07 3.89060486532257e-06 0 2.96593971187735e-08 1.22686332576924e-07 2.07446388888839e-07 2.56347315071731e-06 2.54072859115833e-06 4.80951462641095e-06 0 0 0 3.22876315055051e-07 2.18637916390197e-07 0 1.47049169067837e-06 1.56335352384867e-06 1.00240140292091e-07 1.02393224026007e-07 0
k127_6603558_1 516 1.15494200724347e-07 3.73872536383916e-07 8.50405435043184e-08 0 1.18637588475094e-07 2.04477220961541e-08 0 0 0 0 0 0 9.16576611105091e-08 2.30625939325037e-08 3.97523484345813e-08 0 1.89740863313338e-07 0 0 0 0
k127_6603558_2 1350 4.1577912260765e-07 4.41849361180991e-07 2.97641902265114e-07 6.06884203095498e-08 0 2.04477220961541e-07 2.37081587301531e-07 0 0 0 0 0 0 0 3.18018787476651e-07 1.75991998699771e-07 2.13458471227506e-07 1.95419190481084e-08 0 1.02393224026007e-07 0
k127_6603558_3 1272 1.84790721158956e-07 2.71907299188302e-07 2.76381766389035e-07 3.03442101547749e-08 0 2.04477220961541e-07 0 0 0 0 0 0 0 0 9.93808710864533e-08 1.75991998699771e-07 4.50634550369179e-07 0 0 2.55983060065017e-07 0
k127_6603558_5 1443 4.61976802897389e-07 8.49710309963445e-07 4.88983125149831e-07 1.213768406191e-07 1.77956382712641e-07 4.49849886115389e-07 1.18540793650765e-07 7.4664266525747e-08 4.38056653647988e-08 4.0416089297571e-08 0 4.06984411425317e-08 0 0 9.93808710864533e-08 8.79959993498856e-08 6.40375413682517e-07 0 3.34133800973636e-08 5.11966120130034e-08 0
k127_6603558_6 1137 2.77186081738434e-07 2.71907299188302e-07 1.91341222884716e-07 0 1.77956382712641e-07 1.0223861048077e-07 0 0 0 0 0 0 0 0 5.9628522651872e-08 4.39979996749428e-08 3.79481726626677e-07 0 0 7.67949180195051e-08 0
k127_6603558_7 2265 2.77186081738434e-07 1.35953649594151e-06 5.1024326102591e-07 0 1.77956382712641e-07 3.68058997730773e-07 8.89055952380741e-08 0 4.38056653647988e-08 0 0 2.71322940950211e-08 0 2.30625939325037e-08 2.58390264824779e-07 1.75991998699771e-07 3.79481726626677e-07 1.17251514288651e-07 5.01200701460454e-08 7.67949180195051e-08 0
k127_6603558_8 1383 2.30988401448695e-07 4.75837773579529e-07 1.27560815256478e-07 6.06884203095498e-08 5.93187942375469e-08 1.22686332576924e-07 2.96351984126914e-08 0 0 4.0416089297571e-08 0 0 0 0 7.95046968691627e-08 1.09994999187357e-07 1.18588039570837e-07 0 0 5.11966120130034e-08 0
k127_6603558_10 1365 3.00284921883303e-07 9.1768713476052e-07 3.40162174017274e-07 6.06884203095498e-08 1.77956382712641e-07 1.63581776769233e-07 2.96351984126914e-08 4.97761776838313e-08 0 0 0 0 0 0 1.98761742172907e-07 8.79959993498856e-08 2.6089368705584e-07 0 3.34133800973636e-08 7.67949180195051e-08 0
k127_78590913_1 9750 4.85075643042259e-07 9.51675547159058e-07 2.12601358760796e-08 2.73097891392974e-07 4.15231559662828e-07 1.49268371301925e-06 5.92703968253827e-08 0 1.73032378190955e-06 1.07102636638563e-06 8.80636741890347e-06 0 2.54350009581663e-06 2.95201202336047e-06 4.96904355432267e-07 3.73982997237014e-07 0 0 3.34133800973636e-07 6.91154262175546e-07 2.98959378132473e-05
k127_13148776_1 552 4.61976802897389e-07 2.71907299188302e-07 2.33861494636876e-07 0 3.85572162544055e-07 2.04477220961541e-07 0 2.48880888419157e-08 0 8.0832178595142e-08 0 1.35661470475106e-08 2.29144152776273e-08 2.30625939325037e-08 0 8.79959993498856e-08 2.6089368705584e-07 0 0 2.55983060065017e-08 0
k127_104777795_1 867 2.30988401448695e-08 2.03930474391227e-07 4.25202717521592e-08 6.06884203095498e-08 5.93187942375469e-08 2.04477220961541e-08 5.92703968253827e-08 0 0 2.02080446487855e-08 0 0 0 0 1.98761742172907e-08 4.39979996749428e-08 2.84611294970008e-07 0 0 7.67949180195051e-08 0
k127_104777795_2 558 2.07889561303825e-07 2.71907299188302e-07 1.27560815256478e-07 6.06884203095498e-08 5.93187942375469e-08 2.45372665153849e-07 0 0 2.19028326823994e-08 4.0416089297571e-08 0 0 0 0 0 2.41988998212185e-07 7.11528237425019e-08 0 0 1.02393224026007e-07 0
k127_222560967_1 1197 0 6.79768247970756e-08 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 0 0 3.34133800973636e-08 0 0
k127_209475520_2 2094 0 1.01965237195613e-07 1.31812842431694e-06 4.55163152321623e-07 1.24569467898849e-06 4.08954441923081e-07 6.5197436507921e-07 6.96866487573639e-07 1.31416996094396e-07 2.02080446487855e-07 3.5798241540258e-08 2.71322940950211e-08 6.87432458328818e-08 1.84500751460029e-07 3.57771135911232e-07 1.09994999187357e-07 7.82681061167521e-07 4.88547976202711e-07 4.51080631314408e-07 5.88761038149539e-07 3.07888134019025e-08
k127_255243849_6 957 0 0 0 0 5.93187942375469e-08 0 0 0 0 0 7.1596483080516e-08 0 0 2.30625939325037e-08 0 0 0 0 0 0 6.1577626803805e-08
k127_52416271_5 2877 0 0 4.25202717521592e-08 6.06884203095498e-08 0 6.13431662884622e-08 2.96351984126914e-08 0 4.38056653647988e-08 6.06241339463565e-08 0 0 0 2.07563345392533e-07 5.9628522651872e-08 2.19989998374714e-08 2.37176079141673e-08 0 0 2.55983060065017e-08 0
k127_19693854_15 3078 0 3.39884123985378e-08 0 0 2.96593971187735e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_19693854_35 882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_235646959_1 2235 1.15494200724347e-07 3.39884123985378e-08 6.37804076282388e-08 6.06884203095498e-08 0 4.08954441923081e-08 5.92703968253827e-08 4.97761776838313e-08 2.19028326823994e-08 4.0416089297571e-08 0 0 0 9.22503757300147e-08 0 2.19989998374714e-08 0 0 5.01200701460454e-08 5.11966120130034e-08 0
k127_19694405_2 2514 9.23953605794778e-08 2.03930474391227e-07 0 6.06884203095498e-08 1.77956382712641e-07 1.22686332576924e-07 0 0 8.76113307295976e-08 1.21248267892713e-07 1.43192966161032e-07 0 6.87432458328818e-08 0 2.38514090607488e-07 2.63987998049657e-07 0 0 2.17186970632863e-07 0 9.23664402057074e-08
k127_235647568_1 963 1.38593040869217e-07 6.79768247970756e-08 2.12601358760796e-08 2.12409471083424e-07 2.37275176950188e-07 3.47611275634619e-07 0 1.7421662189341e-07 1.53319828776796e-07 1.61664357190284e-07 4.65377140023354e-07 1.35661470475106e-08 5.49945966663055e-07 5.30439660447585e-07 7.95046968691627e-08 1.75991998699771e-07 0 0 5.01200701460454e-08 1.79188142045512e-07 2.61704913916171e-06
k127_58962269_2 3345 9.23953605794778e-08 1.69942061992689e-07 1.27560815256478e-07 6.06884203095498e-08 2.96593971187735e-08 0 0 0 0 0 0 0 4.58288305552545e-08 0 3.97523484345813e-08 4.39979996749428e-08 1.89740863313338e-07 3.90838380962169e-08 0 0 0
k127_117873143_3 1983 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 4.74352158283346e-08 0 0 0 0
k127_58963784_2 1287 1.84790721158956e-07 3.39884123985378e-07 1.06300679380398e-07 0 1.18637588475094e-07 1.0223861048077e-07 0 0 2.19028326823994e-08 0 0 0 0 0 1.19257045303744e-07 8.79959993498856e-08 1.42305647485004e-07 0 0 1.02393224026007e-07 0
k127_58964632_2 2301 4.61976802897389e-08 3.39884123985378e-08 0 0 1.48296985593867e-07 0 8.89055952380741e-08 0 0 0 0 0 2.29144152776273e-08 0 0 0 0 0 0 0 0
k127_98234595_1 228 2.30988401448695e-07 1.01965237195613e-07 6.37804076282388e-08 3.33786311702524e-07 1.77956382712641e-07 2.04477220961541e-07 2.37081587301531e-07 2.73768977261072e-07 1.53319828776796e-07 0 2.50587690781806e-07 1.35661470475106e-08 1.60400906943391e-07 2.30625939325037e-07 1.39133219521035e-07 1.539929988623e-07 1.89740863313338e-07 1.17251514288651e-07 6.68267601947272e-08 1.79188142045512e-07 3.38676947420927e-07
k127_52420799_4 1356 0 0 8.50405435043184e-08 0 2.96593971187735e-08 8.17908883846163e-08 5.92703968253827e-08 1.24440444209578e-07 1.09514163411997e-07 4.0416089297571e-08 0 1.22095323427595e-07 0 1.15312969662518e-07 0 6.59969995124142e-08 1.42305647485004e-07 3.12670704769735e-07 0 0 0
k127_72051404_45 2391 4.61976802897389e-08 0 0 0 0 0 5.92703968253827e-08 0 0 0 0 1.35661470475106e-08 0 0 0 0 4.74352158283346e-08 0 0 0 0
k127_78597711_2 3453 2.30988401448695e-08 1.35953649594151e-07 1.2543480166887e-06 9.10326304643247e-08 1.18637588475094e-07 3.27163553538465e-07 4.14892777777679e-07 1.49328533051494e-07 4.38056653647988e-08 0 2.00470152625445e-06 2.17058352760169e-07 9.16576611105091e-08 2.30625939325037e-08 3.97523484345813e-08 1.31993999024828e-07 2.37176079141673e-08 7.81676761924337e-08 0 2.04786448052014e-07 6.1577626803805e-08
k127_130960569_35 972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_242189164_11 1389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.1577626803805e-08
k127_85149596_2 3897 0 1.35953649594151e-07 2.12601358760796e-08 6.06884203095498e-08 0 2.04477220961541e-07 2.96351984126914e-08 0 8.76113307295976e-08 2.02080446487855e-08 0 0 4.58288305552545e-08 7.38003005840118e-07 3.97523484345813e-08 1.09994999187357e-07 4.74352158283346e-08 0 3.34133800973636e-08 0 3.07888134019025e-08
k127_39338133_1 2382 3.30313414071633e-06 1.05364078435467e-06 1.19056760906046e-06 2.63994628346542e-06 3.61844644849036e-06 3.33297870167311e-06 1.45212472222188e-06 1.31906870862153e-06 8.54210474613577e-07 1.03061027708806e-06 4.61797315869328e-06 7.59704234660591e-07 7.79090119439327e-07 1.19925488449019e-06 9.73932536647243e-07 7.03967994799084e-07 7.11528237425019e-07 1.21159898098272e-06 1.16946830340773e-06 7.93547486201553e-07 9.85242028860879e-07
k127_58968486_1 927 4.1577912260765e-07 1.35953649594151e-07 6.80324348034547e-07 2.73097891392974e-07 2.96593971187735e-07 3.88506719826927e-07 4.14892777777679e-07 3.73321332628735e-07 4.59959486330387e-07 3.23328714380568e-07 2.86385932322064e-07 5.42645881900422e-08 2.29144152776273e-07 2.76751127190044e-07 3.97523484345813e-07 1.75991998699771e-07 1.89740863313338e-07 2.34503028577301e-07 2.17186970632863e-07 8.44744098214557e-07 9.23664402057074e-08
k127_65521896_2 2910 9.23953605794778e-08 1.35953649594151e-07 0 0 0 8.17908883846163e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_104788376_8 1359 8.315582452153e-07 2.71907299188302e-07 7.01584483910627e-07 1.213768406191e-07 8.89781913563204e-08 1.10417699319232e-06 3.85257579364988e-07 9.2085928715088e-07 1.97125494141595e-07 4.24368937624495e-07 7.1596483080516e-08 4.34116705520338e-07 2.520585680539e-07 5.53502254380088e-07 5.56532878084139e-07 3.45384297448301e-06 1.01985714030919e-06 5.86257571443253e-08 1.33653520389454e-07 1.79188142045512e-07 0
k127_137509128_3 1017 0 0 0 0 0 4.08954441923081e-08 0 0 0 0 0 0 0 0 0 0 4.74352158283346e-08 0 0 0 0
k127_137509128_4 411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_58971743_1 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_124421947_1 870 4.61976802897389e-07 5.77803010775142e-07 2.12601358760796e-07 9.71014724952797e-07 8.30463119325657e-07 1.04283382690386e-06 4.74163174603062e-07 4.47985599154482e-07 5.25667984377586e-07 2.42496535785426e-07 3.5798241540258e-07 4.06984411425317e-08 3.66630644442036e-07 4.15126690785066e-07 7.95046968691627e-08 3.51983997399542e-07 8.06398669081688e-07 9.77095952405422e-08 3.34133800973636e-07 5.88761038149539e-07 2.4631050721522e-07
k127_157152104_5 630 0 1.35953649594151e-07 0 0 0 0 0 2.48880888419157e-08 0 0 0 0 0 0 0 0 0 0 0 0 0
k127_98241012_2 789 6.92965204346084e-08 0 4.25202717521592e-08 6.06884203095498e-08 2.96593971187735e-08 1.43134054673078e-07 8.89055952380741e-08 0 2.19028326823994e-08 1.01040223243927e-07 0 1.22095323427595e-07 1.37486491665764e-07 4.61251878650074e-08 1.39133219521035e-07 0 4.74352158283346e-08 1.95419190481084e-07 6.68267601947272e-08 0 6.1577626803805e-08
k127_144060868_1 918 3.92680282462781e-07 0 8.50405435043184e-08 3.94474732012074e-07 8.89781913563204e-08 2.45372665153849e-07 2.66716785714222e-07 7.4664266525747e-08 6.57084980471982e-07 1.21248267892713e-07 0 9.08931852183208e-07 2.97887398609155e-07 1.79888232673529e-06 3.77647310128523e-07 3.29984997562071e-07 2.37176079141673e-08 7.81676761924337e-08 4.84494011411772e-07 2.55983060065017e-07 3.07888134019025e-08
